query_id,scene_id,object_a,object_b,available_points_a,available_points_b,n_points_requested,seed,sampled_distance_m,full_point_distance_m,stored_gt_distance_m,abs_error_vs_full_m,abs_error_full_vs_stored_gt_m
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,5000,3,0.4960574505071725,0.4960574505071725,0.4960574507713318,0.0,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,5000,4,0.4960574505071725,0.4960574505071725,0.4960574507713318,0.0,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,10000,0,0.4960574505071725,0.4960574505071725,0.4960574507713318,0.0,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,10000,1,0.4960574505071725,0.4960574505071725,0.4960574507713318,0.0,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,10000,2,0.4960574505071725,0.4960574505071725,0.4960574507713318,0.0,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,10000,3,0.4960574505071725,0.4960574505071725,0.4960574507713318,0.0,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,10000,4,0.4960574505071725,0.4960574505071725,0.4960574507713318,0.0,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,20000,0,0.4960574505071725,0.4960574505071725,0.4960574507713318,0.0,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,20000,1,0.4960574505071725,0.4960574505071725,0.4960574507713318,0.0,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,20000,2,0.4960574505071725,0.4960574505071725,0.4960574507713318,0.0,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,20000,3,0.4960574505071725,0.4960574505071725,0.4960574507713318,0.0,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,20000,4,0.4960574505071725,0.4960574505071725,0.4960574507713318,0.0,2.641593055408009e-10
test_stage1_dn_0002,scene0012_01,scene0012_01__door_032,scene0012_01__table_008,2918,2131,512,0,0.6274913440899822,0.5864425716931904,0.5864425897598267,0.04104877239679183,1.8066636298108563e-08
test_stage1_dn_0002,scene0012_01,scene0012_01__door_032,scene0012_01__table_008,2918,2131,512,1,0.6175952056071462,0.5864425716931904,0.5864425897598267,0.03115263391395584,1.8066636298108563e-08
test_stage1_dn_0002,scene0012_01,scene0012_01__door_032,scene0012_01__table_008,2918,2131,512,2,0.6566887626536347,0.5864425716931904,0.5864425897598267,0.07024619096044438,1.8066636298108563e-08
test_stage1_dn_0002,scene0012_01,scene0012_01__door_032,scene0012_01__table_008,2918,2131,512,3,0.6184544765199074,0.5864425716931904,0.5864425897598267,0.03201190482671701,1.8066636298108563e-08
test_stage1_dn_0002,scene0012_01,scene0012_01__door_032,scene0012_01__table_008,2918,2131,512,4,0.6405112159545925,0.5864425716931904,0.5864425897598267,0.05406864426140212,1.8066636298108563e-08
test_stage1_dn_0002,scene0012_01,scene0012_01__door_032,scene0012_01__table_008,2918,2131,1000,0,0.5936001010872061,0.5864425716931904,0.5864425897598267,0.007157529394015705,1.8066636298108563e-08
test_stage1_dn_0002,scene0012_01,scene0012_01__door_032,scene0012_01__table_008,2918,2131,1000,1,0.6228388041354077,0.5864425716931904,0.5864425897598267,0.03639623244221735,1.8066636298108563e-08
test_stage1_dn_0002,scene0012_01,scene0012_01__door_032,scene0012_01__table_008,2918,2131,1000,2,0.5864425716931904,0.5864425716931904,0.5864425897598267,0.0,1.8066636298108563e-08
test_stage1_dn_0002,scene0012_01,scene0012_01__door_032,scene0012_01__table_008,2918,2131,1000,3,0.5936001010872061,0.5864425716931904,0.5864425897598267,0.007157529394015705,1.8066636298108563e-08
test_stage1_dn_0002,scene0012_01,scene0012_01__door_032,scene0012_01__table_008,2918,2131,1000,4,0.5864425716931904,0.5864425716931904,0.5864425897598267,0.0,1.8066636298108563e-08
test_stage1_dn_0002,scene0012_01,scene0012_01__door_032,scene0012_01__table_008,2918,2131,2000,0,0.5864425716931904,0.5864425716931904,0.5864425897598267,0.0,1.8066636298108563e-08
test_stage1_dn_0002,scene0012_01,scene0012_01__door_032,scene0012_01__table_008,2918,2131,2000,1,0.5864425716931904,0.5864425716931904,0.5864425897598267,0.0,1.8066636298108563e-08
test_stage1_dn_0002,scene0012_01,scene0012_01__door_032,scene0012_01__table_008,2918,2131,2000,2,0.5864425716931904,0.5864425716931904,0.5864425897598267,0.0,1.8066636298108563e-08
